year_id;type;name;amount
2025;Έξοδο;Παροχές σε εργαζομένους;14889199000
2025;Έξοδο;Κοινωνικές παροχές;425136000
2025;Έξοδο;Μεταβιβάσεις;34741365000
2025;Έξοδο;Αγορές αγαθών και υπηρεσιών;2039542000
2025;Έξοδο;Επιδοτήσεις;80630000
2025;Έξοδο;Τόκοι;7701101000
2025;Έξοδο;Λοιπές δαπάνες;101553000
2025;Έξοδο;Πιστώσεις υπό κατανομή;17283053000
2025;Έξοδο;Πάγια περιουσιακά στοιχεία;2609600000
2025;Έξοδο;Τιμαλφή;85000
2025;Έξοδο;Δάνεια;3741000000
2025;Έξοδο;Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων;1755112000
2025;Έξοδο;Χρεωστικοί τίτλοι (υποχρεώσεις);19375000000
2025;Έξοδο;Δάνεια;1200000000000
